REKENING LAMA,REKENING BARU,NAMA REKENING BELANJA DAERAH,KODE KOMPONEN,TA,B1,B2,JENIS,FORMULIR
5.1.02.02.04.0426,5.1.02.02.004.00426,Belanja Sewa Alat Pengeboran Non Mesin Lainnya,8.1.02.02.04.0426,2026,,,SBU,5.1.02.02.004.00426 - Belanja Sewa Alat Pengeboran Non Mesin Lainnya
5.1.02.02.04.0427,5.1.02.02.004.00427,Belanja Sewa Peralatan Sumur Minyak,8.1.02.02.04.0427,2026,,,SBU,5.1.02.02.004.00427 - Belanja Sewa Peralatan Sumur Minyak
5.1.02.02.04.0428,5.1.02.02.004.00428,Belanja Sewa Sumur Pemboran,8.1.02.02.04.0428,2026,,,SBU,5.1.02.02.004.00428 - Belanja Sewa Sumur Pemboran
5.1.02.02.04.0429,5.1.02.02.004.00429,Belanja Sewa Sumur Lainnya,8.1.02.02.04.0429,2026,,,SBU,5.1.02.02.004.00429 - Belanja Sewa Sumur Lainnya
5.1.02.02.04.0430,5.1.02.02.004.00430,Belanja Sewa RIG,8.1.02.02.04.0430,2026,,,SBU,5.1.02.02.004.00430 - Belanja Sewa RIG
5.1.02.02.04.0431,5.1.02.02.004.00431,Belanja Sewa Produksi Lainnya,8.1.02.02.04.0431,2026,#REF!,,SBU,5.1.02.02.004.00431 - Belanja Sewa Produksi Lainnya
5.1.02.02.04.0432,5.1.02.02.004.00432,Belanja Sewa Alat Pengolahan Minyak,8.1.02.02.04.0432,2026,,,SBU,5.1.02.02.004.00432 - Belanja Sewa Alat Pengolahan Minyak
5.1.02.02.04.0433,5.1.02.02.004.00433,Belanja Sewa Alat Pengolahan Air,8.1.02.02.04.0433,2026,,,SBU,5.1.02.02.004.00433 - Belanja Sewa Alat Pengolahan Air
5.1.02.02.04.0434,5.1.02.02.004.00434,Belanja Sewa Alat Pengolahan Steam,8.1.02.02.04.0434,2026,,,SBU,5.1.02.02.004.00434 - Belanja Sewa Alat Pengolahan Steam
5.1.02.02.04.0435,5.1.02.02.004.00435,Belanja Sewa Alat Pengolahan Wax,8.1.02.02.04.0435,2026,,,SBU,5.1.02.02.004.00435 - Belanja Sewa Alat Pengolahan Wax
5.1.02.02.04.0436,5.1.02.02.004.00436,Belanja Sewa Pengolahan dan Pemurnian Lainnya,8.1.02.02.04.0436,2026,,,SBU,5.1.02.02.004.00436 - Belanja Sewa Pengolahan dan Pemurnian Lainnya
5.1.02.02.04.0437,5.1.02.02.004.00437,Belanja Sewa Mekanik,8.1.02.02.04.0437,2026,,,SBU,5.1.02.02.004.00437 - Belanja Sewa Mekanik
5.1.02.02.04.0438,5.1.02.02.004.00438,Belanja Sewa Elektrik,8.1.02.02.04.0438,2026,,,SBU,5.1.02.02.004.00438 - Belanja Sewa Elektrik
5.1.02.02.04.0439,5.1.02.02.004.00439,Belanja Sewa Alat Bantu Ekplorasi Lainnya,8.1.02.02.04.0439,2026,,,SBU,5.1.02.02.004.00439 - Belanja Sewa Alat Bantu Ekplorasi Lainnya
5.1.02.02.04.0440,5.1.02.02.004.00440,Belanja Sewa Perawatan Sumur,8.1.02.02.04.0440,2026,,,SBU,5.1.02.02.004.00440 - Belanja Sewa Perawatan Sumur
5.1.02.02.04.0441,5.1.02.02.004.00441,Belanja Sewa Tes Unit,8.1.02.02.04.0441,2026,,,SBU,5.1.02.02.004.00441 - Belanja Sewa Tes Unit
5.1.02.02.04.0442,5.1.02.02.004.00442,Belanja Sewa Alat Bantu Produksi Lainnya,8.1.02.02.04.0442,2026,,,SBU,5.1.02.02.004.00442 - Belanja Sewa Alat Bantu Produksi Lainnya
5.1.02.02.04.0443,5.1.02.02.004.00443,Belanja Sewa Radiasi,8.1.02.02.04.0443,2026,,,SBU,5.1.02.02.004.00443 - Belanja Sewa Radiasi
5.1.02.02.04.0444,5.1.02.02.004.00444,Belanja Sewa Suara,8.1.02.02.04.0444,2026,,,SBU,5.1.02.02.004.00444 - Belanja Sewa Suara
5.1.02.02.04.0445,5.1.02.02.004.00445,Belanja Sewa Alat Deteksi Lainnya,8.1.02.02.04.0445,2026,,,SBU,5.1.02.02.004.00445 - Belanja Sewa Alat Deteksi Lainnya
5.1.02.02.04.0446,5.1.02.02.004.00446,Belanja Sewa Baju Pengaman,8.1.02.02.04.0446,2026,,,SBU,5.1.02.02.004.00446 - Belanja Sewa Baju Pengaman
5.1.02.02.04.0447,5.1.02.02.004.00447,Belanja Sewa Masker,8.1.02.02.04.0447,2026,,,SBU,5.1.02.02.004.00447 - Belanja Sewa Masker
5.1.02.02.04.0448,5.1.02.02.004.00448,Belanja Sewa Topi Kerja,8.1.02.02.04.0448,2026,,,SBU,5.1.02.02.004.00448 - Belanja Sewa Topi Kerja
5.1.02.02.04.0449,5.1.02.02.004.00449,Belanja Sewa Sabuk Pengaman,8.1.02.02.04.0449,2026,,,SBU,5.1.02.02.004.00449 - Belanja Sewa Sabuk Pengaman
5.1.02.02.04.0450,5.1.02.02.004.00450,Belanja Sewa Sepatu Lapangan,8.1.02.02.04.0450,2026,,,SBU,5.1.02.02.004.00450 - Belanja Sewa Sepatu Lapangan
5.1.02.02.04.0451,5.1.02.02.004.00451,Belanja Sewa Alat Pelindung Lainnya,8.1.02.02.04.0451,2026,,,SBU,5.1.02.02.004.00451 - Belanja Sewa Alat Pelindung Lainnya
5.1.02.02.04.0452,5.1.02.02.004.00452,Belanja Sewa Alat Penolong,8.1.02.02.04.0452,2026,,,SBU,5.1.02.02.004.00452 - Belanja Sewa Alat Penolong
5.1.02.02.04.0453,5.1.02.02.004.00453,Belanja Sewa Alat Pendukung Pencarian,8.1.02.02.04.0453,2026,,,SBU,5.1.02.02.004.00453 - Belanja Sewa Alat Pendukung Pencarian
5.1.02.02.04.0454,5.1.02.02.004.00454,Belanja Sewa Alat Kerja Bawah Air,8.1.02.02.04.0454,2026,,,SBU,5.1.02.02.004.00454 - Belanja Sewa Alat Kerja Bawah Air
5.1.02.02.04.0455,5.1.02.02.004.00455,Belanja Sewa Alat SAR Lainnya,8.1.02.02.04.0455,2026,,,SBU,5.1.02.02.004.00455 - Belanja Sewa Alat SAR Lainnya
5.1.02.02.04.0456,5.1.02.02.004.00456,Belanja Sewa Peralatan Fasilitas Komunikasi Penerbangan,8.1.02.02.04.0456,2026,,,SBU,5.1.02.02.004.00456 - Belanja Sewa Peralatan Fasilitas Komunikasi Penerbangan
5.1.02.02.04.0457,5.1.02.02.004.00457,Belanja Sewa Peralatan Fasilitas Navigasi dan Pengamatan Penerbangan,8.1.02.02.04.0457,2026,,,SBU,5.1.02.02.004.00457 - Belanja Sewa Peralatan Fasilitas Navigasi dan Pengamatan Penerbangan
5.1.02.02.04.0458,5.1.02.02.004.00458,Belanja Sewa Peralatan Fasilitas Bantu Pendaratan,8.1.02.02.04.0458,2026,,,SBU,5.1.02.02.004.00458 - Belanja Sewa Peralatan Fasilitas Bantu Pendaratan
5.1.02.02.04.0459,5.1.02.02.004.00459,Belanja Sewa Peralatan Fasilitas Bantu Pelayanan dan Pengamanan Bandar Udara,8.1.02.02.04.0459,2026,,,SBU,5.1.02.02.004.00459 - Belanja Sewa Peralatan Fasilitas Bantu Pelayanan dan Pengamanan Bandar Udara
5.1.02.02.04.0460,5.1.02.02.004.00460,Belanja Sewa Peralatan Fasilitas Listrik Bandar Udara,8.1.02.02.04.0460,2026,,,SBU,5.1.02.02.004.00460 - Belanja Sewa Peralatan Fasilitas Listrik Bandar Udara
5.1.02.02.04.0461,5.1.02.02.004.00461,Belanja Sewa Alat Ukur Peralatan Faslektrik,8.1.02.02.04.0461,2026,,,SBU,5.1.02.02.004.00461 - Belanja Sewa Alat Ukur Peralatan Faslektrik
5.1.02.02.04.0462,5.1.02.02.004.00462,Belanja Sewa Alat Kerja Penerbangan Lainnya,8.1.02.02.04.0462,2026,,,SBU,5.1.02.02.004.00462 - Belanja Sewa Alat Kerja Penerbangan Lainnya
5.1.02.02.04.0463,5.1.02.02.004.00463,Belanja Sewa Alat Peraga Pelatihan,8.1.02.02.04.0463,2026,,,SBU,5.1.02.02.004.00463 - Belanja Sewa Alat Peraga Pelatihan
5.1.02.02.04.0464,5.1.02.02.004.00464,Belanja Sewa Alat Peraga Percontohan,8.1.02.02.04.0464,2026,,,SBU,5.1.02.02.004.00464 - Belanja Sewa Alat Peraga Percontohan
5.1.02.02.04.0465,5.1.02.02.004.00465,Belanja Sewa Alat Peraga Pelatihan dan Percontohan Lainnya,8.1.02.02.04.0465,2026,,,SBU,5.1.02.02.004.00465 - Belanja Sewa Alat Peraga Pelatihan dan Percontohan Lainnya
5.1.02.02.04.0466,5.1.02.02.004.00466,Belanja Sewa Liquid-Liquid Contractor Equipment,8.1.02.02.04.0466,2026,,,SBU,5.1.02.02.004.00466 - Belanja Sewa Liquid-Liquid Contractor Equipment
5.1.02.02.04.0467,5.1.02.02.004.00467,Belanja Sewa Solid-Solid Mixing Equipment,8.1.02.02.04.0467,2026,,,SBU,5.1.02.02.004.00467 - Belanja Sewa Solid-Solid Mixing Equipment
5.1.02.02.04.0468,5.1.02.02.004.00468,Belanja Sewa Solid-Solid Screening Equipment,8.1.02.02.04.0468,2026,,,SBU,5.1.02.02.004.00468 - Belanja Sewa Solid-Solid Screening Equipment
5.1.02.02.04.0469,5.1.02.02.004.00469,Belanja Sewa Solid-Solid Classifier,8.1.02.02.04.0469,2026,,,SBU,5.1.02.02.004.00469 - Belanja Sewa Solid-Solid Classifier
5.1.02.02.04.0470,5.1.02.02.004.00470,Belanja Sewa Solid-Liquid Mixing Equipment,8.1.02.02.04.0470,2026,,,SBU,5.1.02.02.004.00470 - Belanja Sewa Solid-Liquid Mixing Equipment
5.1.02.02.04.0471,5.1.02.02.004.00471,Belanja Sewa Solid Liquid Crystallization Equipment,8.1.02.02.04.0471,2026,,,SBU,5.1.02.02.004.00471 - Belanja Sewa Solid Liquid Crystallization Equipment
5.1.02.02.04.0472,5.1.02.02.004.00472,Belanja Sewa Ion Exchange Absortion Equipment,8.1.02.02.04.0472,2026,,,SBU,5.1.02.02.004.00472 - Belanja Sewa Ion Exchange Absortion Equipment
5.1.02.02.04.0473,5.1.02.02.004.00473,Belanja Sewa Leaching Equipment,8.1.02.02.04.0473,2026,,,SBU,5.1.02.02.004.00473 - Belanja Sewa Leaching Equipment
5.1.02.02.04.0474,5.1.02.02.004.00474,Belanja Sewa Gravity Sedimentation Equipment,8.1.02.02.04.0474,2026,,,SBU,5.1.02.02.004.00474 - Belanja Sewa Gravity Sedimentation Equipment
5.1.02.02.04.0475,5.1.02.02.004.00475,Belanja Sewa Solid Liquid Filtering Equipment,8.1.02.02.04.0475,2026,,,SBU,5.1.02.02.004.00475 - Belanja Sewa Solid Liquid Filtering Equipment
5.1.02.02.04.0476,5.1.02.02.004.00476,Belanja Sewa Centrifuge for Solid Liquid,8.1.02.02.04.0476,2026,,,SBU,5.1.02.02.004.00476 - Belanja Sewa Centrifuge for Solid Liquid
5.1.02.02.04.0477,5.1.02.02.004.00477,Belanja Sewa Liquid from Solid Expelling (Expressor)-Equipment,8.1.02.02.04.0477,2026,,,SBU,5.1.02.02.004.00477 - Belanja Sewa Liquid from Solid Expelling (Expressor)-Equipment
5.1.02.02.04.0478,5.1.02.02.004.00478,Belanja Sewa Gas-Solid Drying Equipment,8.1.02.02.04.0478,2026,,,SBU,5.1.02.02.004.00478 - Belanja Sewa Gas-Solid Drying Equipment
5.1.02.02.04.0479,5.1.02.02.004.00479,Belanja Sewa Gas-Solid Fluidised Bed Equipment,8.1.02.02.04.0479,2026,,,SBU,5.1.02.02.004.00479 - Belanja Sewa Gas-Solid Fluidised Bed Equipment
5.1.02.02.04.0480,5.1.02.02.004.00480,Belanja Sewa Gas-Solid Separation Equipment,8.1.02.02.04.0480,2026,,,SBU,5.1.02.02.004.00480 - Belanja Sewa Gas-Solid Separation Equipment
5.1.02.02.04.0481,5.1.02.02.004.00481,Belanja Sewa Gas-Liquid Distillation Equipment,8.1.02.02.04.0481,2026,,,SBU,5.1.02.02.004.00481 - Belanja Sewa Gas-Liquid Distillation Equipment
5.1.02.02.04.0482,5.1.02.02.004.00482,Belanja Sewa Gas-Liquid Separation Equipment,8.1.02.02.04.0482,2026,,,SBU,5.1.02.02.004.00482 - Belanja Sewa Gas-Liquid Separation Equipment
5.1.02.02.04.0483,5.1.02.02.004.00483,Belanja Sewa Isotope Separation Equipment,8.1.02.02.04.0483,2026,,,SBU,5.1.02.02.004.00483 - Belanja Sewa Isotope Separation Equipment
5.1.02.02.04.0484,5.1.02.02.004.00484,Belanja Sewa Transport and Storage Equipment for Liquid,8.1.02.02.04.0484,2026,,,SBU,5.1.02.02.004.00484 - Belanja Sewa Transport and Storage Equipment for Liquid
5.1.02.02.04.0485,5.1.02.02.004.00485,Belanja Sewa Solid Material Handling Equipment,8.1.02.02.04.0485,2026,,,SBU,5.1.02.02.004.00485 - Belanja Sewa Solid Material Handling Equipment
5.1.02.02.04.0486,5.1.02.02.004.00486,Belanja Sewa Size Reduction Size Balargement Equipment,8.1.02.02.04.0486,2026,,,SBU,5.1.02.02.004.00486 - Belanja Sewa Size Reduction Size Balargement Equipment
5.1.02.02.04.0487,5.1.02.02.004.00487,Belanja Sewa Heat Generating Equipment,8.1.02.02.04.0487,2026,,,SBU,5.1.02.02.004.00487 - Belanja Sewa Heat Generating Equipment
5.1.02.02.04.0488,5.1.02.02.004.00488,Belanja Sewa Heat Transfer Equipment,8.1.02.02.04.0488,2026,,,SBU,5.1.02.02.004.00488 - Belanja Sewa Heat Transfer Equipment
5.1.02.02.04.0489,5.1.02.02.004.00489,Belanja Sewa Mechanical Process,8.1.02.02.04.0489,2026,,,SBU,5.1.02.02.004.00489 - Belanja Sewa Mechanical Process
5.1.02.02.04.0490,5.1.02.02.004.00490,Belanja Sewa Chemical Reaction Equipment,8.1.02.02.04.0490,2026,,,SBU,5.1.02.02.004.00490 - Belanja Sewa Chemical Reaction Equipment
5.1.02.02.04.0491,5.1.02.02.004.00491,Belanja Sewa Unit Peralatan Proses/Produksi Lainnya,8.1.02.02.04.0491,2026,,,SBU,5.1.02.02.004.00491 - Belanja Sewa Unit Peralatan Proses/Produksi Lainnya
5.1.02.02.04.0492,5.1.02.02.004.00492,Belanja Sewa Rambu Bersuar,8.1.02.02.04.0492,2026,,,SBU,5.1.02.02.004.00492 - Belanja Sewa Rambu Bersuar
5.1.02.02.04.0493,5.1.02.02.004.00493,Belanja Sewa Rambu Tidak Bersuar,8.1.02.02.04.0493,2026,,,SBU,5.1.02.02.004.00493 - Belanja Sewa Rambu Tidak Bersuar
5.1.02.02.04.0494,5.1.02.02.004.00494,Belanja Sewa Rambu-Rambu Lalu Lintas Darat Lainnya,8.1.02.02.04.0494,2026,,,SBU,5.1.02.02.004.00494 - Belanja Sewa Rambu-Rambu Lalu Lintas Darat Lainnya
5.1.02.02.04.0495,5.1.02.02.004.00495,Belanja Sewa Runway/Threshold Light,8.1.02.02.04.0495,2026,,,SBU,5.1.02.02.004.00495 - Belanja Sewa Runway/Threshold Light
5.1.02.02.04.0496,5.1.02.02.004.00496,Belanja Sewa Visual Approach Slope Indicator (VASI),8.1.02.02.04.0496,2026,,,SBU,5.1.02.02.004.00496 - Belanja Sewa Visual Approach Slope Indicator (VASI)
5.1.02.02.04.0497,5.1.02.02.004.00497,Belanja Sewa Approach Light,8.1.02.02.04.0497,2026,,,SBU,5.1.02.02.004.00497 - Belanja Sewa Approach Light
5.1.02.02.04.0498,5.1.02.02.004.00498,Belanja Sewa Runway Identification Light (REILS),8.1.02.02.04.0498,2026,,,SBU,5.1.02.02.004.00498 - Belanja Sewa Runway Identification Light (REILS)
5.1.02.02.04.0499,5.1.02.02.004.00499,Belanja Sewa Signal,8.1.02.02.04.0499,2026,,,SBU,5.1.02.02.004.00499 - Belanja Sewa Signal
5.1.02.02.04.0500,5.1.02.02.004.00500,Belanja Sewa Flood Lights,8.1.02.02.04.0500,2026,,,SBU,5.1.02.02.004.00500 - Belanja Sewa Flood Lights
5.1.02.02.04.0501,5.1.02.02.004.00501,Belanja Sewa Rambu-Rambu Lalu Lintas Udara Lainnya,8.1.02.02.04.0501,2026,,,SBU,5.1.02.02.004.00501 - Belanja Sewa Rambu-Rambu Lalu Lintas Udara Lainnya
5.1.02.02.04.0502,5.1.02.02.004.00502,Belanja Sewa Rambu-Rambu Lalu Lintas Laut,8.1.02.02.04.0502,2026,,,SBU,5.1.02.02.004.00502 - Belanja Sewa Rambu-Rambu Lalu Lintas Laut
5.1.02.02.04.0503,5.1.02.02.004.00503,Belanja Sewa Rambu-Rambu Lalu Lintas Laut Lainnya,8.1.02.02.04.0503,2026,,,SBU,5.1.02.02.004.00503 - Belanja Sewa Rambu-Rambu Lalu Lintas Laut Lainnya
5.1.02.02.04.0504,5.1.02.02.004.00504,Belanja Sewa Peralatan Olahraga Atletik,8.1.02.02.04.0504,2026,,,SBU,5.1.02.02.004.00504 - Belanja Sewa Peralatan Olahraga Atletik
5.1.02.02.04.0505,5.1.02.02.004.00505,Belanja Sewa Peralatan Permainan,8.1.02.02.04.0505,2026,,,SBU,5.1.02.02.004.00505 - Belanja Sewa Peralatan Permainan
5.1.02.02.04.0506,5.1.02.02.004.00506,Belanja Sewa Peralatan Senam,8.1.02.02.04.0506,2026,,,SBU,5.1.02.02.004.00506 - Belanja Sewa Peralatan Senam
5.1.02.02.04.0507,5.1.02.02.004.00507,Belanja Sewa Peralatan Olahraga Air,8.1.02.02.04.0507,2026,,,SBU,5.1.02.02.004.00507 - Belanja Sewa Peralatan Olahraga Air
5.1.02.02.04.0508,5.1.02.02.004.00508,Belanja Sewa Peralatan Olahraga Udara,8.1.02.02.04.0508,2026,,,SBU,5.1.02.02.004.00508 - Belanja Sewa Peralatan Olahraga Udara
5.1.02.02.04.0509,5.1.02.02.004.00509,Belanja Sewa Peralatan Olahraga Lainnya,8.1.02.02.04.0509,2026,,,SBU,5.1.02.02.004.00509 - Belanja Sewa Peralatan Olahraga Lainnya
5.1.02.02.05,5.1.02.02.005,Belanja Sewa Gedung dan Bangunan,,2026,,,,5.1.02.02.005 - Belanja Sewa Gedung dan Bangunan
5.1.02.02.05.0001,5.1.02.02.005.00001,Belanja Sewa Bangunan Gedung Kantor,8.1.02.02.05.0001,2026,#REF!,,SBU,5.1.02.02.005.00001 - Belanja Sewa Bangunan Gedung Kantor
5.1.02.02.05.0002,5.1.02.02.005.00002,Belanja Sewa Bangunan Gudang,8.1.02.02.05.0002,2026,,,SBU,5.1.02.02.005.00002 - Belanja Sewa Bangunan Gudang
5.1.02.02.05.0003,5.1.02.02.005.00003,Belanja Sewa Bangunan Gedung untuk Bengkel/Hanggar,8.1.02.02.05.0003,2026,,,SBU,5.1.02.02.005.00003 - Belanja Sewa Bangunan Gedung untuk Bengkel/Hanggar
5.1.02.02.05.0004,5.1.02.02.005.00004,Belanja Sewa Bangunan Gedung Instalasi,8.1.02.02.05.0004,2026,,,SBU,5.1.02.02.005.00004 - Belanja Sewa Bangunan Gedung Instalasi
5.1.02.02.05.0005,5.1.02.02.005.00005,Belanja Sewa Bangunan Gedung Laboratorium,8.1.02.02.05.0005,2026,,,SBU,5.1.02.02.005.00005 - Belanja Sewa Bangunan Gedung Laboratorium
5.1.02.02.05.0006,5.1.02.02.005.00006,Belanja Sewa Bangunan Kesehatan,8.1.02.02.05.0006,2026,,,SBU,5.1.02.02.005.00006 - Belanja Sewa Bangunan Kesehatan
5.1.02.02.05.0007,5.1.02.02.005.00007,Belanja Sewa Bangunan Oseanarium/Observatorium,8.1.02.02.05.0007,2026,,,SBU,5.1.02.02.005.00007 - Belanja Sewa Bangunan Oseanarium/Observatorium
5.1.02.02.05.0008,5.1.02.02.005.00008,Belanja Sewa Bangunan Gedung Tempat Ibadah,8.1.02.02.05.0008,2026,,,SBU,5.1.02.02.005.00008 - Belanja Sewa Bangunan Gedung Tempat Ibadah
5.1.02.02.05.0009,5.1.02.02.005.00009,Belanja Sewa Bangunan Gedung Tempat Pertemuan,8.1.02.02.05.0009,2026,#REF!,,SBU,5.1.02.02.005.00009 - Belanja Sewa Bangunan Gedung Tempat Pertemuan
5.1.02.02.05.0010,5.1.02.02.005.00010,Belanja Sewa Bangunan Gedung Tempat Pendidikan,8.1.02.02.05.0010,2026,,,SBU,5.1.02.02.005.00010 - Belanja Sewa Bangunan Gedung Tempat Pendidikan
5.1.02.02.05.0011,5.1.02.02.005.00011,Belanja Sewa Bangunan Gedung Tempat Olahraga,8.1.02.02.05.0011,2026,#REF!,,SBU,5.1.02.02.005.00011 - Belanja Sewa Bangunan Gedung Tempat Olahraga
5.1.02.02.05.0012,5.1.02.02.005.00012,Belanja Sewa Bangunan Gedung Pertokoan/Koperasi/Pasar,8.1.02.02.05.0012,2026,,,SBU,5.1.02.02.005.00012 - Belanja Sewa Bangunan Gedung Pertokoan/Koperasi/Pasar
5.1.02.02.05.0013,5.1.02.02.005.00013,Belanja Sewa Bangunan Gedung untuk Pos Jaga,8.1.02.02.05.0013,2026,,,SBU,5.1.02.02.005.00013 - Belanja Sewa Bangunan Gedung untuk Pos Jaga
5.1.02.02.05.0014,5.1.02.02.005.00014,Belanja Sewa Bangunan Gedung Garasi/Pool,8.1.02.02.05.0014,2026,,,SBU,5.1.02.02.005.00014 - Belanja Sewa Bangunan Gedung Garasi/Pool
5.1.02.02.05.0015,5.1.02.02.005.00015,Belanja Sewa Bangunan Gedung Pemotong Hewan,8.1.02.02.05.0015,2026,,,SBU,5.1.02.02.005.00015 - Belanja Sewa Bangunan Gedung Pemotong Hewan
5.1.02.02.05.0016,5.1.02.02.005.00016,Belanja Sewa Bangunan Gedung Perpustakaan,8.1.02.02.05.0016,2026,,,SBU,5.1.02.02.005.00016 - Belanja Sewa Bangunan Gedung Perpustakaan
5.1.02.02.05.0017,5.1.02.02.005.00017,Belanja Sewa Bangunan Gedung Museum,8.1.02.02.05.0017,2026,,,SBU,5.1.02.02.005.00017 - Belanja Sewa Bangunan Gedung Museum
5.1.02.02.05.0018,5.1.02.02.005.00018,Belanja Sewa Bangunan Gedung Terminal/Pelabuhan/Bandara,8.1.02.02.05.0018,2026,,,SBU,5.1.02.02.005.00018 - Belanja Sewa Bangunan Gedung Terminal/Pelabuhan/Bandara
5.1.02.02.05.0019,5.1.02.02.005.00019,Belanja Sewa Bangunan Pengujian Kelaikan,8.1.02.02.05.0019,2026,,,SBU,5.1.02.02.005.00019 - Belanja Sewa Bangunan Pengujian Kelaikan
5.1.02.02.05.0020,5.1.02.02.005.00020,Belanja Sewa Bangunan Gedung Lembaga Pemasyarakatan,8.1.02.02.05.0020,2026,,,SBU,5.1.02.02.005.00020 - Belanja Sewa Bangunan Gedung Lembaga Pemasyarakatan
5.1.02.02.05.0021,5.1.02.02.005.00021,Belanja Sewa Bangunan Rumah Tahanan,8.1.02.02.05.0021,2026,,,SBU,5.1.02.02.005.00021 - Belanja Sewa Bangunan Rumah Tahanan
5.1.02.02.05.0022,5.1.02.02.005.00022,Belanja Sewa Bangunan Gedung Krematorium,8.1.02.02.05.0022,2026,,,SBU,5.1.02.02.005.00022 - Belanja Sewa Bangunan Gedung Krematorium
5.1.02.02.05.0023,5.1.02.02.005.00023,Belanja Sewa Bangunan Pembakaran Bangkai Hewan,8.1.02.02.05.0023,2026,,,SBU,5.1.02.02.005.00023 - Belanja Sewa Bangunan Pembakaran Bangkai Hewan
5.1.02.02.05.0024,5.1.02.02.005.00024,Belanja Sewa Bangunan Tempat Persidangan,8.1.02.02.05.0024,2026,,,SBU,5.1.02.02.005.00024 - Belanja Sewa Bangunan Tempat Persidangan
5.1.02.02.05.0025,5.1.02.02.005.00025,Belanja Sewa Bangunan Terbuka,8.1.02.02.05.0025,2026,,,SBU,5.1.02.02.005.00025 - Belanja Sewa Bangunan Terbuka
5.1.02.02.05.0026,5.1.02.02.005.00026,Belanja Sewa Bangunan Penampung Sekam,8.1.02.02.05.0026,2026,,,SBU,5.1.02.02.005.00026 - Belanja Sewa Bangunan Penampung Sekam
5.1.02.02.05.0027,5.1.02.02.005.00027,Belanja Sewa Bangunan Tempat Pelelangan Ikan (TPI),8.1.02.02.05.0027,2026,,,SBU,5.1.02.02.005.00027 - Belanja Sewa Bangunan Tempat Pelelangan Ikan (TPI)
5.1.02.02.05.0028,5.1.02.02.005.00028,Belanja Sewa Bangunan Industri,8.1.02.02.05.0028,2026,,,SBU,5.1.02.02.005.00028 - Belanja Sewa Bangunan Industri
5.1.02.02.05.0029,5.1.02.02.005.00029,Belanja Sewa Bangunan Peternakan/Perikanan,8.1.02.02.05.0029,2026,,,SBU,5.1.02.02.005.00029 - Belanja Sewa Bangunan Peternakan/Perikanan
5.1.02.02.05.0030,5.1.02.02.005.00030,Belanja Sewa Bangunan Gedung Tempat Kerja Lainnya,8.1.02.02.05.0030,2026,,,SBU,5.1.02.02.005.00030 - Belanja Sewa Bangunan Gedung Tempat Kerja Lainnya
5.1.02.02.05.0031,5.1.02.02.005.00031,Belanja Sewa Bangunan Peralatan Geofisika,8.1.02.02.05.0031,2026,,,SBU,5.1.02.02.005.00031 - Belanja Sewa Bangunan Peralatan Geofisika
5.1.02.02.05.0032,5.1.02.02.005.00032,Belanja Sewa Bangunan Fasilitas Umum,8.1.02.02.05.0032,2026,,,SBU,5.1.02.02.005.00032 - Belanja Sewa Bangunan Fasilitas Umum
5.1.02.02.05.0033,5.1.02.02.005.00033,Belanja Sewa Bangunan Parkir,8.1.02.02.05.0033,2026,,,SBU,5.1.02.02.005.00033 - Belanja Sewa Bangunan Parkir
5.1.02.02.05.0034,5.1.02.02.005.00034,Belanja Sewa Bangunan Gedung Pabrik,8.1.02.02.05.0034,2026,,,SBU,5.1.02.02.005.00034 - Belanja Sewa Bangunan Gedung Pabrik
5.1.02.02.05.0035,5.1.02.02.005.00035,Belanja Sewa Bangunan Stasiun Bus,8.1.02.02.05.0035,2026,,,SBU,5.1.02.02.005.00035 - Belanja Sewa Bangunan Stasiun Bus
5.1.02.02.05.0036,5.1.02.02.005.00036,Belanja Sewa Taman,8.1.02.02.05.0036,2026,,,SBU,5.1.02.02.005.00036 - Belanja Sewa Taman
5.1.02.02.05.0037,5.1.02.02.005.00037,Belanja Sewa Bangunan Gedung Tempat Kerja Lainnya,8.1.02.02.05.0037,2026,,,SBU,5.1.02.02.005.00037 - Belanja Sewa Bangunan Gedung Tempat Kerja Lainnya
5.1.02.02.05.0038,5.1.02.02.005.00038,Belanja Sewa Rumah Negara Golongan I,8.1.02.02.05.0038,2026,,,SBU,5.1.02.02.005.00038 - Belanja Sewa Rumah Negara Golongan I
5.1.02.02.05.0039,5.1.02.02.005.00039,Belanja Sewa Rumah Negara Golongan II,8.1.02.02.05.0039,2026,,,SBU,5.1.02.02.005.00039 - Belanja Sewa Rumah Negara Golongan II
5.1.02.02.05.0040,5.1.02.02.005.00040,Belanja Sewa Rumah Negara Golongan III,8.1.02.02.05.0040,2026,,,SBU,5.1.02.02.005.00040 - Belanja Sewa Rumah Negara Golongan III
5.1.02.02.05.0041,5.1.02.02.005.00041,Belanja Sewa Mess/Wisma/Bungalow/Tempat Peristirahatan,8.1.02.02.05.0041,2026,,,SBU,5.1.02.02.005.00041 - Belanja Sewa Mess/Wisma/Bungalow/Tempat Peristirahatan
5.1.02.02.05.0042,5.1.02.02.005.00042,Belanja Sewa Asrama,8.1.02.02.05.0042,2026,,,SBU,5.1.02.02.005.00042 - Belanja Sewa Asrama
5.1.02.02.05.0043,5.1.02.02.005.00043,Belanja Sewa Hotel,8.1.02.02.05.0043,2026,#REF!,,SBU,5.1.02.02.005.00043 - Belanja Sewa Hotel
